ID,count,name,namespacename,namespaceid,mappingname,rank,matchCount
26115,1,legionella hackeliae,Legionella hackeliae,449,,species,1
26121,1,hemsleya chinensis,Hemsleya chinensis,447485,,species,1
26124,1,nothogenia fastigiata,Nothogenia fastigiata,268581,,species,1
26127,1,tamus communis,Dioscorea communis,55634,tamus communis,species,1
26129,1,pseudomonas paucimobilis,Sphingomonas paucimobilis,13689,pseudomonas paucimobilis,species,1
26135,1,crithidia fasciculata,Crithidia fasciculata,5656,,species,1
26138,1,stephanotis lutchuensis koids var. japonica,Japonica,73258,stephanotis lutchuensis koids var. japonica,genus,1
26140,1,rhizopus oryzae,Rhizopus arrhizus,64495,rhizopus oryzae,species,1
26147,1,prosopis cineraria,Prosopis cineraria,364024,,species,1
26148,1,eupenicillium crustaceum,Penicillium kewense,1132638,eupenicillium crustaceum,species,1
26154,1,glycyrrhiza inflata,Glycyrrhiza inflata,74614,,species,1
26157,1,lolium perenne,Lolium perenne,4522,,species,1
26160,1,ophiopogon japonicus,Ophiopogon japonicus,100506,,species,1
26162,1,citeromyces matritensis,Citeromyces matritensis,36909,,species,1
26164,1,cyanospira rippkae,Cyanospira rippkae (nom. illeg.),165799,cyanospira rippkae,species,1
26168,1,asplenium prolongatum,Asplenium prolongatum,78457,,species,1
26170,1,tetrapleura tetraptera,Tetrapleura tetraptera,148728,,species,1
26176,1,capra hircus,Capra hircus,9925,,species,1
26178,1,amphimedon viridis,Amphimedon viridis,178517,,species,1
26180,1,diplazium subsinuatum,Deparia lancea,104666,diplazium subsinuatum,species,1
26184,1,lactobacillus bulgaricus,Lactobacillus delbrueckii subsp. bulgaricus,1585,lactobacillus bulgaricus,subspecies,1
26190,1,laurus nobilis,Laurus nobilis,85223,,species,1
26192,1,urginea maritima,Squilla maritima,82070,urginea maritima,species,1
26197,1,cercopithecus aethiops aethiops,Chlorocebus aethiops aethiops,101841,cercopithecus aethiops aethiops,subspecies,1
26202,1,lonicera fulvotomentosa,Lonicera fulvotomentosa,643838,,species,1
26761,1,salmonella arizonae,Salmonella enterica subsp. arizonae,59203,salmonella arizonae,subspecies,1
26762,1,actinobacillus actinomycetemcomitans,Aggregatibacter actinomycetemcomitans,714,actinobacillus actinomycetemcomitans,species,1
26765,1,aspergillus fumigatus,Aspergillus fumigatus,746128,,species,1
26767,1,sphingomonas paucimobilis,Sphingomonas paucimobilis,13689,,species,1
26771,1,streptomyces dimorphogenes,Streptomyces dimorphogenes,2981601,,species,1
26775,1,methanosaeta,Methanothrix,2222,methanosaeta,genus,1
26777,1,dirofilaria immitis,Dirofilaria immitis,6287,,species,1
26780,1,nauclea diderrichii,Nauclea diderrichii,170061,,species,1
26782,1,lilium speciosum,Lilium speciosum,4691,,species,1
26784,1,emiliania huxleyi,Emiliania huxleyi,2903,,species,1
26787,1,boreava orientalis,Isatis quadrialata,358659,boreava orientalis,species,1
26790,1,corynebacterium,Corynebacterium,1716,,genus,1
26792,1,clinopodium micranthum,Clinopodium micranthum,751801,,species,1
26794,1,sarcostemma viminale,Cynanchum viminale,126774,sarcostemma viminale,species,1
26797,1,streblus asper,Streblus asper,648879,,species,1
26799,1,azotobacter vinelandii,Azotobacter vinelandii,354,,species,1
26802,1,glycyrrhiza yunnanensis,Glycyrrhiza yunnanensis,912971,,species,1
26807,1,dolichos lablab,Lablab purpureus,35936,dolichos lablab,species,1
26810,1,macaca fascicularis,Macaca fascicularis,9541,,species,1
26813,1,aspergillus oryzae,Aspergillus oryzae,5062,,species,1
26819,1,ganoderma lucidum,Ganoderma lucidum,5315,,species,1
26822,1,salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,600,salmonella thompson,no rank,1
26824,1,streptococcus mutans,Streptococcus mutans,1309,,species,1
26826,1,porodisculus pendulus,Porodisculus pendulus,181680,,species,1
26830,1,primula macrocalyx,Primula veris subsp. macrocalyx,184998,primula macrocalyx,subspecies,1
26834,1,styrax japonica,Styrax japonicus,59680,styrax japonica,species,1
26836,1,oryzias melastigma,Oryzias melastigma,30732,,species,1
26839,1,halobacterium salinarium,Halobacterium salinarum,2242,halobacterium salinarium,species,1
26845,1,solidago canadensis,Solidago canadensis,59297,,species,1
26847,1,scilla peruviana,Scilla peruviana,65771,,species,1
26849,1,melicocca bijuga,Melicoccus bijugatus,557010,melicocca bijuga,species,1
26852,1,clematis armandii,Clematis armandi,487159,clematis armandii,species,1
26036,1,asterias,Asterias,7601,,genus,1
26204,2,saccharomyces kluyveri,Lachancea kluyveri,4934,saccharomyces kluyveri,species,1
26208,1,marthasterias,Marthasterias,7608,,genus,1
26210,1,frullania teneriffae,Frullania teneriffae,399105,,species,1
26213,1,tritrichomonas foetus,Tritrichomonas foetus,1144522,,species,1
26216,1,macropus eugenii,Notamacropus eugenii,9315,macropus eugenii,species,1
26218,1,yersinia frederiksenii,Yersinia frederiksenii,29484,,species,1
26221,1,bufo calamita,Epidalea calamita,30326,bufo calamita,species,1
26223,1,anabaena flos-aquae,Dolichospermum flos-aquae,1166,anabaena flos-aquae,species,1
26226,1,bothrops moojeni,Bothrops moojeni,98334,,species,1
26229,1,actinoplanes brasiliensis,Paractinoplanes brasiliensis,52695,actinoplanes brasiliensis,species,1
26231,1,bacillus licheniformis,Bacillus licheniformis,1402,,species,1
26238,1,ascophyllum nodosum,Ascophyllum nodosum,52969,,species,1
26241,1,dregea volubilis,Stephanotis volubilis,491995,dregea volubilis,species,1
26244,1,vancouveria hexandra,Vancouveria hexandra,46959,,species,1
26246,1,candida tropicalis,Candida tropicalis,5482,,species,1
26249,1,candida antarctica,Moesziomyces antarcticus,84753,candida antarctica,species,1
26252,1,prunus persica,Prunus persica,3760,,species,1
26254,1,oncorhynchus masou ishikawai,Oncorhynchus masou ishikawae,8021,oncorhynchus masou ishikawai,subspecies,1
26258,1,centaurea cyanus,Centaurea cyanus,41522,,species,1
26261,1,lonicera nigra,Lonicera nigra,486680,,species,1
26263,1,sclerotium glucanicum,Sclerotium glucanicum,2081594,,species,1
26266,1,chrysolina grossa,Chrysolina grossa,111538,,species,1
26270,1,clostridium thermohydrosulfuricum,Thermoanaerobacter thermohydrosulfuricus,1516,clostridium thermohydrosulfuricum,species,1
26274,1,camellia japonica,Camellia japonica,4443,,species,1
26279,1,anemone narcissiflora,Anemone narcissiflora,168002,,species,1
26282,1,alcaligenes,Alcaligenes,507,,genus,1
26284,1,acacia xanthophloea,Vachellia xanthophloea,875661,acacia xanthophloea,species,1
26286,1,rumex crispus,Rumex crispus,174649,,species,1
26288,1,ampelozizyphus amazonicus,Ampelozizyphus amazonicus,106660,,species,1
26291,1,drosera,Drosera,4363,,genus,1
26292,1,clerodendron trichotomum,Clerodendrum trichotomum,54229,clerodendron trichotomum,species,1
26294,1,hericium erinaceus,Hericium erinaceus,91752,,species,1
26295,1,chironia purpurascens,Chironia purpurascens,592786,,species,1
26297,1,halobacterium sodomense,Halorubrum sodomense,35743,halobacterium sodomense,species,1
26301,1,cassia marilandica,Senna marilandica,1789066,cassia marilandica,species,1
26305,1,caenorhabditis elegans,Caenorhabditis elegans,6239,,species,1
26306,1,salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,90371,salmonella typhimurium,no rank,1
26313,1,babiana stricta,Babiana stricta,58942,,species,1
26317,1,sapindus delavayi,Sapindus delavayi,171884,,species,1
26320,1,halobacterium,Halobacterium,2239,,genus,1
26322,1,chirita sinensis,Primulina dryas,49123,chirita sinensis,species,1
26325,1,chlorophytum arundinaceum,Chlorophytum arundinaceum,485705,,species,1
26327,1,scrophularia kakudensis,Scrophularia kakudensis,692147,,species,1
26329,1,solanum xanthocarpum,Solanum virginianum,223891,solanum xanthocarpum,species,1
26334,1,sesbania sesban,Sesbania sesban,76396,,species,1
26336,1,cryptococcus neoformans,Cryptococcus neoformans,5207,,species,1
26338,1,neanthes diversicolor,Hediste diversicolor,126592,neanthes diversicolor,species,1
26343,1,cryptococcus laurentii,Papiliotrema laurentii,5418,cryptococcus laurentii,species,1
26347,1,candida,Candida,5475,,genus,1
26348,1,plesiomonas shigelloides,Plesiomonas shigelloides,703,,species,1
26351,1,anemarrhena asphodeloides,Anemarrhena asphodeloides,59045,,species,1
26353,1,rehmannia glutinosa,Rehmannia glutinosa,99300,,species,1
26354,1,salmonella typhi,Salmonella enterica subsp. enterica serovar Typhi,90370,salmonella typhi,no rank,1
26358,1,phenylobacterium immobile,Phenylobacterium immobile,21,,species,1
26360,1,neisseria gonorrhoeae,Neisseria gonorrhoeae,485,,species,1
26362,1,picrorhiza kurroa,Picrorhiza kurrooa,195120,picrorhiza kurroa,species,1
26366,1,hemsleya panacis-scandens,Hemsleya panacis-scandens,447122,,species,1
26368,1,heteropappus altaicus,Aster altaicus,983245,heteropappus altaicus,species,1
26371,1,asparagus adscendens,Asparagus adscendens,722773,,species,1
26375,1,fusobacterium nucleatum,Fusobacterium nucleatum,851,,species,1
26377,1,macaca mulatta,Macaca mulatta,9544,,species,1
26380,1,yersinia enterocolitica,Yersinia enterocolitica,630,,species,1
26382,1,acholeplasma laidlawii,Acholeplasma laidlawii,2148,,species,1
26387,1,crocus neapolitanus,Crocus neapolitanus,1407629,,species,1
26389,1,mycobacterium scrofulaceum,Mycobacterium scrofulaceum,1783,,species,1
26391,1,hansenula holstii,Nakazawaea holstii,36025,hansenula holstii,species,1
26394,1,halobacterium cutirubrum,Halobacterium salinarum,2242,halobacterium cutirubrum,species,1
26397,1,propionibacterium acnes,Cutibacterium acnes,1747,propionibacterium acnes,species,1
26401,1,anemone hupehensis,Anemone hupehensis,168000,,species,1
26855,1,escherichia coli,Escherichia coli,562,,species,1
26406,1,jasminum hemsleyi,Jasminum nervosum,310425,jasminum hemsleyi,species,1
26407,1,clostridium thermosaccharolyticum,Thermoanaerobacterium thermosaccharolyticum,1517,clostridium thermosaccharolyticum,species,1
26414,1,anagallis arvensis,Anagallis arvensis,4337,,species,1
26420,1,lipomyces lipofer,Lipomyces lipofer,36043,,species,1
26422,1,heloniopsis orientalis,Helonias orientalis,2163620,heloniopsis orientalis,species,1
26425,1,streptococcus zooepidemicus,Streptococcus equi subsp. zooepidemicus,40041,streptococcus zooepidemicus,subspecies,1
26429,1,nocardia lurida,Amycolatopsis lurida,31959,nocardia lurida,species,1
26434,1,naja naja kaouthia,Naja kaouthia,8649,naja naja kaouthia,species,1
26436,1,leishmania major,Leishmania major,5664,,species,1
26438,1,anodendron affine,Anodendron affine,582712,,species,1
26441,1,cassia nodosa,Cassia javanica subsp. nodosa,648864,cassia nodosa,subspecies,1
26443,1,aesculus hippocastanum,Aesculus hippocastanum,43364,,species,1
26445,1,bellium bellidioides,Bellium bellidioides,191087,,species,1
26447,1,clostridium innocuum,[Clostridium] innocuum,1522,clostridium innocuum,species,1
26450,1,phytophthora parasitica,Phytophthora nicotianae,4792,phytophthora parasitica,species,1
26455,1,panax quinquefolius,Panax quinquefolius,44588,,species,1
26458,1,glycine max,Glycine max,3847,,species,1
26461,1,corbicula japonica,Corbicula japonica,141464,,species,1
26462,1,aeodes ulvoidea,Pachymenia ulvoidea,164048,aeodes ulvoidea,species,1
26465,1,crossopteryx febrifuga,Crossopteryx febrifuga,170354,,species,1
26467,1,haemophilus pleuropneumoniae,Actinobacillus pleuropneumoniae,715,haemophilus pleuropneumoniae,species,1
26470,1,ipomoea pescaprae,Ipomoea pes-caprae,89656,ipomoea pescaprae,species,1
26473,1,pyracantha coccinea,Pyracantha coccinea,193309,,species,1
26477,1,pharbitis purpurea,Ipomoea purpurea,4121,pharbitis purpurea,species,1
26481,1,heteropappus biennis,Heteropappus biennis,1591277,,species,1
26484,1,panax japonicus,Panax japonicus,44685,,species,1
26486,1,epilobium hirsutum,Epilobium hirsutum,210355,,species,1
26489,1,cycas revoluta,Cycas revoluta,3396,,species,1
26491,1,aralia echinocaulis,Aralia echinocaulis,137939,,species,1
26493,1,acanthophyllum squarrosum,Acanthophyllum squarrosum,1524381,,species,1
26495,1,acanthophyllum gypsophiloides,Allochrusa gypsophiloides,2603720,acanthophyllum gypsophiloides,species,1
26500,1,jasminum sambac,Jasminum sambac,660624,,species,1
26503,1,ornithogalum saundersiae,Ornithogalum saundersiae,484171,,species,1
26506,1,dioscorea tokoro,Dioscorea tokoro,64475,,species,1
26509,1,physalis peruviana,Physalis peruviana,126903,,species,1
26512,1,cassia didymobotrya,Senna didymobotrya,72401,cassia didymobotrya,species,1
26514,1,strongylocentrotus nudus,Mesocentrotus nudus,7666,strongylocentrotus nudus,species,1
26517,1,cynanchum africanum,Cynanchum africanum,185027,,species,1
26520,1,pichia pastoris,Komagataella pastoris,4922,pichia pastoris,species,1
26522,1,bryonia dioica,Bryonia cretica subsp. dioica,3652,bryonia dioica,subspecies,1
26857,1,sterigmatomyces,Sterigmatomyces,5615,,genus,1
26859,1,stauntonia hexaphylla,Stauntonia hexaphylla,41788,,species,1
26862,1,halobacterium salinarum,Halobacterium salinarum,2242,,species,1
26864,1,digitalis lanata,Digitalis lanata,49450,,species,1
26867,1,pseudomonas elodea,Sphingomonas elodea,179878,pseudomonas elodea,species,1
26869,1,olinia emarginata,Olinia emarginata,216176,,species,1
26871,1,micrococcus lysodeikticus,Micrococcus luteus,1270,micrococcus lysodeikticus,species,1
26873,1,androsace septentrionalis,Androsace septentrionalis,184985,,species,1
26877,1,dolichos biflorus,Vigna cylindrica,3091605,dolichos biflorus,species,1
26879,1,zymomonas mobilis,Zymomonas mobilis,542,,species,1
26881,1,sideroxylon cubense,Sideroxylon cubense,362723,,species,1
26882,1,loligo bleekeri,Heterololigo bleekeri,1423826,loligo bleekeri,species,1
26885,1,salvelinus leucomaenis pluvius,Salvelinus leucomaenis pluvius,8035,,subspecies,1
26887,1,laurencia gemmifera,Yuzurua poiteaui var. gemmifera,424510,laurencia gemmifera,varietas,1
26890,1,chloroflexus aurantiacus,Chloroflexus aurantiacus,1108,,species,1
26894,1,mycobacterium,Mycobacterium,1763,,genus,1
26896,1,epimedium wushanense,Epimedium wushanense,253611,,species,1
26899,1,halenia corniculata,Halenia corniculata,148623,,species,1
26902,1,gynostemma pentaphyllum,Gynostemma pentaphyllum,182084,,species,1
26906,1,legionella pneumophila,Legionella pneumophila,446,,species,1
26908,1,sapindus trifoliatus,Sapindus trifoliatus,290988,,species,1
26912,1,caralluma umbellata,Boucerosia umbellata,197243,caralluma umbellata,species,1
26914,1,actinoplanes philippinensis,Actinoplanes philippinensis,35752,,species,1
26917,1,lycopersicon esculentum,Solanum lycopersicum,4081,lycopersicon esculentum,species,1
26919,1,aspidistra mushaensis,Aspidistra mushaensis,2059869,,species,1
26923,1,aplysia juliana,Aplysia juliana,6506,,species,1
26925,1,pichia holstii,Nakazawaea holstii,36025,pichia holstii,species,1
26929,1,cynara cardunculus,Cynara cardunculus,4265,,species,1
26931,1,solanum lyratum,Solanum lyratum,230192,,species,1
26933,1,fucus vesiculosus,Fucus vesiculosus,49266,,species,1
26935,1,streptococcus gordonii,Streptococcus gordonii,1302,,species,1
26938,1,clostridium symbiosum,[Clostridium] symbiosum,1512,clostridium symbiosum,species,1
26941,1,bothrops atrox moojeni,Bothrops moojeni,98334,bothrops atrox moojeni,species,1
26944,1,salmo trutta fario,Salmo trutta fario,99804,,subspecies,1
26945,1,stephanotis lutchuensis koidz var. japonica,Japonica,73258,stephanotis lutchuensis koidz var. japonica,genus,1
26947,1,mycosphaerella pinodes,Didymella pinodes,749589,mycosphaerella pinodes,species,1
26950,1,guaiacum officinale,Guaiacum officinale,374122,,species,1
26953,1,proteus mirabilis,Proteus mirabilis,584,,species,1
26955,1,plecoglossus altivelis,Plecoglossus altivelis,61084,,species,1
26957,1,foeniculum vulgare,Anethum foeniculum,2849586,foeniculum vulgare,species,1
26960,1,pseudomonas aurantiaca,Pseudomonas chlororaphis subsp. aurantiaca,86192,pseudomonas aurantiaca,subspecies,1
26964,1,scrophularia auriculata,Scrophularia auriculata,1053393,,species,1
26966,1,schizosaccharomyces pombe,Schizosaccharomyces pombe,4896,,species,1
26969,1,moraxella nonliquefaciens,Moraxella nonliquefaciens,478,,species,1
26972,1,kalopanax pictus,Kalopanax septemlobus,228393,kalopanax pictus,species,1
26974,1,streptococcus sanguis,Streptococcus sanguinis,1305,streptococcus sanguis,species,1
26978,1,solanum japonense,Solanum japonense,2785320,,species,1
26980,1,pinus pinaster,Pinus pinaster,71647,,species,1
26983,1,pseudomonas syringae,Pseudomonas syringae,317,,species,1
26986,1,delphinus delphis,Delphinus delphis,9728,,species,1
26992,1,agave vera cruz,Agave vera-cruz,2695074,agave vera cruz,species,1
26995,1,volvox carteri,Volvox carteri,3067,,species,1
26997,1,papaver somniferum,Papaver somniferum,3469,,species,1
27000,1,pterocladia capillacea,Pterocladiella capillacea,70838,pterocladia capillacea,species,1
27002,1,epilobium angustifolium,Chamaenerion angustifolium,13055,epilobium angustifolium,species,1
27005,1,cosmasterias lurida,Cosmasterias lurida,466981,,species,1
27008,1,haloferax volcanii,Haloferax volcanii,2246,,species,1
27010,1,evernia prunastri,Evernia prunastri,87257,,species,1
27015,1,cicer arietinum,Cicer arietinum,3827,,species,1
27019,1,aspidistra elatior,Aspidistra elatior,39526,,species,1
27020,1,rigidoporus lignosus,Rigidoporus microporus,219653,rigidoporus lignosus,species,1
27023,1,astragalus complanatus,Phyllolobium chinense,47064,astragalus complanatus,species,1
27026,1,astrantia major,Astrantia major,52448,,species,1
27028,1,pseudomonas fluorescens,Pseudomonas fluorescens,294,,species,1
27031,1,salmonella adelaide,Salmonella enterica subsp. enterica serovar Adelaide,29473,salmonella adelaide,no rank,1
27036,1,chironia palustris,Chironia palustris,592784,,species,1
27037,1,salmonella poona,Salmonella enterica subsp. enterica serovar Poona,436295,salmonella poona,no rank,1
27041,1,cestrum diurnum,Cestrum diurnum,693370,,species,1
27043,1,androctonus australis,Androctonus australis,6858,,species,1
27045,1,halobacterium halobium,Halobacterium salinarum,2242,halobacterium halobium,species,1
27048,1,bolbostemma paniculatum,Bolbostemma paniculatum,381652,,species,1
27051,1,akebia quinata,Akebia quinata,13331,,species,1
27053,1,citrus sinensis,Citrus sinensis,2711,,species,1
27056,1,pseudomonas marginalis,Pseudomonas marginalis,298,,species,1
27059,1,azotobacter chroococcum,Azotobacter chroococcum,353,,species,1
27063,1,acetobacter aceti,Acetobacter aceti,435,,species,1
27066,1,corynebacterium insidiosum,Clavibacter michiganensis subsp. insidiosus,33014,corynebacterium insidiosum,subspecies,1
27068,1,festuca,Festuca,4605,,genus,1
27070,1,capsicum,Capsicum,4071,,genus,1
27073,1,phaseolus,Phaseolus,3883,,genus,1
27075,1,bos taurus,Bos taurus,9913,,species,1
27076,1,dendranthema shiwogiku,Ajania shiwogiku,344877,dendranthema shiwogiku,species,1
27079,1,zygophyllum propinquum,Tetraena propinqua,1732529,zygophyllum propinquum,species,1
27081,1,allium porrum,Allium ampeloprasum,4681,allium porrum,species,1
27084,1,momordica charantia,Momordica charantia,3673,,species,1
27091,1,thladiantha hookeri,Thladiantha hookeri,383671,,species,1
27093,1,anthyllis onobrychioides,Anthyllis onobrychoides,181248,anthyllis onobrychioides,species,1
27096,1,theragra chalcogramma,Gadus chalcogrammus,1042646,theragra chalcogramma,species,1
27099,1,claviceps purpurea,Claviceps purpurea,5111,,species,1
27100,1,stenotrophomonas maltophilia,Stenotrophomonas maltophilia,40324,,species,1
27105,1,oxytropis ochrocephala,Oxytropis ochrocephala,483875,,species,1
27108,1,ibervillea sonorae,Ibervillea sonorae,354617,,species,1
27110,1,ophiopogon jaburan,Ophiopogon jaburan,100505,,species,1
27114,1,acinetobacter calcoaceticus,Acinetobacter calcoaceticus,471,,species,1
27116,1,salmonella ohio,Salmonella enterica subsp. enterica serovar Ohio,117541,salmonella ohio,no rank,1
27118,1,butyrivibrio,Butyrivibrio,830,,genus,1
27120,1,rhamnus purshiana,Frangula purshiana,55262,rhamnus purshiana,species,1
27122,1,salmonella cholerae suis,Salmonella enterica,28901,salmonella cholerae suis,species,1
27128,1,actinopyga echinites,Actinopyga echinites,571810,,species,1
27131,1,agkistrodon rhodostoma,Calloselasma rhodostoma,8717,agkistrodon rhodostoma,species,1
27135,1,bordetella bronchiseptica,Bordetella bronchiseptica,518,,species,1
27137,1,rhodocyclus gelatinosus,Rubrivivax gelatinosus,28068,rhodocyclus gelatinosus,species,1
27141,1,nocardia rubra,Rhodococcus ruber,1830,nocardia rubra,species,1
27144,2,trypanosoma brucei,Trypanosoma brucei,5691,,species,1
27147,1,penicillium citrinum,Penicillium citrinum,5077,,species,1
27150,1,yucca gloriosa,Yucca gloriosa,1087055,,species,1
27152,1,smilax china,Smilax china,49657,,species,1
27154,1,polyporus confluens,Confluens,425962,polyporus confluens,genus,1
27155,1,melia azadirachta,Azadirachta indica,124943,melia azadirachta,species,1
27158,1,smilax laurifolia,Smilax laurifolia,1045151,,species,1
27160,1,bacillus polymyxa,Paenibacillus polymyxa,1406,bacillus polymyxa,species,1
27163,1,torpedo californica,Tetronarce californica,7787,torpedo californica,species,1
27165,1,arum maculatum,Arum maculatum,4458,,species,1
27167,1,cucumaria frondosa,Cucumaria frondosa,36326,,species,1
27170,1,candida albicans,Candida albicans,5476,,species,1
27171,1,pseudomonas mesoacidophila,Burkholderia ubonensis subsp. mesacidophila,265293,pseudomonas mesoacidophila,subspecies,1
27175,1,ipomoea stans,Ipomoea stans,264538,,species,1
27179,1,asparagus stipularis,Asparagus stipularis,272864,,species,1
27182,1,cellulomonas flavigena,Cellulomonas flavigena,1711,,species,1
27184,1,rhizobium meliloti,Sinorhizobium meliloti,382,rhizobium meliloti,species,1
27188,1,cucumis,Cucumis,3655,,genus,1
27190,1,ipomoea dichroa,Ipomoea dichroa,139747,,species,1
27191,1,acanthopanax sieboldianus,Eleutherococcus sieboldianus,257409,acanthopanax sieboldianus,species,1
27195,1,rhizoctonia solani,Rhizoctonia solani,456999,,species,1
27197,1,asparagus officinalis,Asparagus officinalis,4686,,species,1
27200,1,pueraria lobata,Pueraria montana var. lobata,3893,pueraria lobata,varietas,1
27202,1,aotus trivirgatus,Aotus trivirgatus,9505,,species,1
25202,1,veronica persica,Veronica persica,138560,,species,1
25203,1,trifolium incarnatum,Trifolium incarnatum,60916,,species,1
25204,1,paris,Paris,49669,,genus,1
25205,1,momordica cochinchinensis,Momordica cochinchinensis,3674,,species,1
25206,1,betula,Betula,3504,,genus,1
25207,1,abrus cantoniensis,Abrus pulchellus subsp. cantoniensis,858909,abrus cantoniensis,subspecies,1
25208,1,lamium album,Lamium album,53159,,species,1
25209,1,pseudomonas pseudomallei,Burkholderia pseudomallei,28450,pseudomonas pseudomallei,species,1
25210,1,haliclona,Haliclona,6057,,genus,1
25211,1,achyrocline satureioides,Achyrocline saturejoides,3030045,achyrocline satureioides,species,1
25213,1,echinacea purpurea,Echinacea purpurea,53751,,species,1
25215,1,caulobacter bacteroides,Brevundimonas bacteroides,74311,caulobacter bacteroides,species,1
25216,1,cryptoporus volvatus,Cryptoporus volvatus,40431,,species,1
25217,1,linaria japonica,Linaria japonica,1315792,,species,1
25220,3,bifidobacterium bifidum,Bifidobacterium bifidum,1681,,species,1
25223,1,rubus,Rubus,23216,,genus,1
25225,1,corynebacterium matruchotii,Corynebacterium matruchotii,43768,,species,1
25226,1,acanthopanax koreanum,Eleutherococcus koreanus,96667,acanthopanax koreanum,species,1
25227,1,salmonella newport,Salmonella enterica subsp. enterica serovar Newport,108619,salmonella newport,no rank,1
25228,1,chlorella vulgaris,Chlorella vulgaris,3077,,species,1
25229,1,pomacea,Pomacea,72702,,genus,1
25230,1,laminaria hyperborea,Laminaria hyperborea,90893,,species,1
25231,1,trichophyton mentagrophytes,Trichophyton mentagrophytes,523103,,species,1
25233,1,ranunculus moseleyi,Ranunculus moseleyi,2036009,,species,1
25234,1,lactobacillus acidophilus,Lactobacillus acidophilus,1579,,species,1
25235,1,cyprinus carpio,Cyprinus carpio,7962,,species,1
25237,1,pneumocystis carinii,Pneumocystis carinii,4754,,species,1
25238,1,andryala ragusina,Andryala ragusina,268005,,species,1
25239,1,luffa operculata,Luffa operculata,388295,,species,1
25240,1,patiria,Patiria,35076,,genus,1
25242,1,aspergillus japonicus,Aspergillus japonicus,34381,,species,1
25243,1,sclerotium,Sclerotium,109384,,genus,1
25244,1,talaromyces flavus,Talaromyces flavus,5095,,species,1
25245,1,halobacterium mediterranei,Haloferax mediterranei,2252,halobacterium mediterranei,species,1
25246,1,dianthus lumnitzeri,Dianthus lumnitzeri,1217288,,species,1
25247,1,penstemon ovatus,Penstemon ovatus,388180,,species,1
25248,1,agropyron,Agropyron,4592,,genus,1
25249,1,euphydryas chalcedona,Euphydryas chalcedona,104504,,species,1
25250,1,smilax menispermoidea,Smilax menispermoidea,1045158,,species,1
25251,1,crotalaria albida,Crotalaria albida,1127379,,species,1
25253,1,laurencia nipponica,Laurencia nipponica,860636,,species,1
25256,1,pseudomonas,Pseudomonas,286,,genus,1
25258,1,bougainvillea glabra,Bougainvillea glabra,3541,,species,1
25259,1,citrus bergamia,Citrus bergamia,380129,,species,1
25262,1,rhapis humilis,Rhapis humilis,29657,,species,1
25263,1,chrysolina herbacea,Chrysolina herbacea,75521,,species,1
25266,1,acer pseudoplatanus,Acer pseudoplatanus,4026,,species,1
25268,1,caralluma tuberculata,Caralluma tuberculata,197238,,species,1
25269,1,pasteurella multocida,Pasteurella multocida,747,,species,1
25270,1,bullera alba,Bullera alba,157611,,species,1
25271,1,trichosporon,Trichosporon,5552,,genus,1
25273,1,epilobium roseum,Epilobium roseum,1155264,,species,1
25277,1,toxocara cati,Toxocara cati,6266,,species,1
25278,1,sabal causiarum,Sabal causiarum,469726,,species,1
25280,1,pectinatus,Pectinatus,864,,genus,1
25281,1,triticum aestivum,Triticum aestivum,4565,,species,1
25287,1,verbascum sinaiticum,Verbascum sinaiticum,2072606,,species,1
25288,1,rhizobium trifolii,Rhizobium leguminosarum,384,rhizobium trifolii,species,1
25291,1,laetiporus sulphureus,Laetiporus sulphureus,5630,,species,1
25293,1,lactobacillus casei,Lacticaseibacillus casei,1582,lactobacillus casei,species,1
25296,1,oenanthe javanica,Oenanthe javanica,49556,,species,1
25297,1,yersinia intermedia,Yersinia intermedia,631,,species,1
25299,1,vicia faba,Vicia faba,3906,,species,1
25302,1,dendrobium,Dendrobium,37818,,genus,1
25303,1,mamestra brassicae,Mamestra brassicae,55057,,species,1
25305,1,primula longipes,Primula longipes,547292,,species,1
25306,1,lepidium apetalum,Lepidium apetalum,153459,,species,1
25308,1,polygonatum multiflorum,Polygonatum multiflorum,45371,,species,1
25311,1,bacillus subtilis,Bacillus subtilis,1423,,species,1
25313,1,aeromonas salmonicida,Aeromonas salmonicida,645,,species,1
25314,1,lilium nobilissimum,Lilium nobilissimum,79007,,species,1
25316,1,aralia elata,Aralia elata,82095,,species,1
25317,1,ambystoma tigrinum,Ambystoma tigrinum,8305,,species,1
25321,1,xenopus laevis,Xenopus laevis,8355,,species,1
25324,1,osmunda japonica,Osmunda japonica,90693,,species,1
25325,1,polygonatum,Polygonatum,16195,,genus,1
25326,1,eucheuma cottonii,Kappaphycopsis cottonii,88409,eucheuma cottonii,species,1
25328,1,anemone flaccida,Anemone flaccida,174164,,species,1
25331,1,erythrina lysistemon,Erythrina lysistemon,347910,,species,1
25334,1,dalbergia hupeana,Dalbergia hupeana,53863,,species,1
25335,1,agave americana,Agave americana,39510,,species,1
25338,1,stichopus japonicus,Apostichopus japonicus,307972,stichopus japonicus,species,1
25341,1,anchusa officinalis,Anchusa officinalis,89630,,species,1
25343,1,chlamydia trachomatis,Chlamydia trachomatis,813,,species,1
25344,1,capsicum annuum,Capsicum annuum,4072,,species,1
25346,1,arion ater,Arion ater,145126,,species,1
