ID,count,name,namespacename,namespaceid,mappingname,rank,matchCount,chatgpt_name,name_match_?,chatgpt_taxon_id,taxon_id_match_?,chatgpt_taxon_id_species_name,ncbi_taxon_id,ncbi_taxon_id_match_?,chatgpt_reasoning
25620,1,lathyrus palustris var. pilosus,Lathyrus palustris subsp. pilosus,313381,lathyrus palustris var. pilosus,subspecies,1,,,,,,,,
25627,1,hizikia fusiformis,Sargassum fusiforme,590727,hizikia fusiformis,species,1,,,,,,,,
25631,1,mycoplasma fermentans,Mycoplasmopsis fermentans,2115,mycoplasma fermentans,species,1,,,,,,,,
25642,1,paris formosana,Formosana,2801979,paris formosana,genus,1,,,,,,,,
25663,1,artocarpus heterophylla,Artocarpus heterophyllus,3489,artocarpus heterophylla,species,1,,,,,,,,
25689,1,lentinus edodes,Lentinula edodes,5353,lentinus edodes,species,1,,,,,,,,
25691,1,sedum telephium,Hylotelephium telephium,91097,sedum telephium,species,1,,,,,,,,
25699,1,rutilus leuciscus,Leuciscus,8283,rutilus leuciscus,genus,1,,,,,,,,
25703,1,cercidium praecox,Parkinsonia praecox,162871,cercidium praecox,species,1,,,,,,,,
25705,1,eucheuma spinosum,Eucheuma denticulatum,305493,eucheuma spinosum,species,1,,,,,,,,
25763,1,plantago psyllium,Plantago indica,197794,plantago psyllium,species,1,,,,,,,,
25766,1,hibiscus esculentus,Abelmoschus esculentus,455045,hibiscus esculentus,species,1,,,,,,,,
25782,1,mycobacterium abscessus,Mycobacteroides abscessus,36809,mycobacterium abscessus,species,1,,,,,,,,
25815,1,ommastrephes sloani pacificus,Todarodes pacificus,6637,ommastrephes sloani pacificus,species,1,,,,,,,,
25846,1,festuca arundinacea,Lolium arundinaceum,4606,festuca arundinacea,species,1,,,,,,,,
25863,1,rhizobium fredii,Sinorhizobium fredii,380,rhizobium fredii,species,1,,,,,,,,
25898,1,phaseolus mungo,Vigna mungo,3915,phaseolus mungo,species,1,,,,,,,,
25958,1,poria cocos,Wolfiporia cocos,81056,poria cocos,species,1,,,,,,,,
25966,1,candida glabrata,Nakaseomyces glabratus,5478,candida glabrata,species,1,,,,,,,,
25976,1,neisseria gonorrheae,Neisseria gonorrhoeae,485,neisseria gonorrheae,species,1,,,,,,,,
25986,1,chorisia speciosa,Ceiba speciosa,82382,chorisia speciosa,species,1,,,,,,,,
26013,1,calocarpum sapota,Manilkara,3740,calocarpum sapota,genus,1,,,,,,,,
26015,1,diplococcus pneumoniae,Streptococcus pneumoniae,1313,diplococcus pneumoniae,species,1,,,,,,,,
26018,1,hericium erinaceum,Hericium erinaceus,91752,hericium erinaceum,species,1,,,,,,,,
26039,1,acanthopanax senticosus,Eleutherococcus senticosus,82096,acanthopanax senticosus,species,1,,,,,,,,
26043,1,klebsiella pneumonia,Klebsiella pneumoniae,573,klebsiella pneumonia,species,1,,,,,,,,
26047,1,solanum khasianum,Solanum aculeatissimum,267265,solanum khasianum,species,1,,,,,,,,
26049,1,tricholoma giganteum,Macrocybe gigantea,1491104,tricholoma giganteum,species,1,,,,,,,,
26053,1,cyamopsis tetragonolobus,Tetragonolobus,553696,cyamopsis tetragonolobus,genus,1,,,,,,,,
26071,1,pharbitis nil,Ipomoea nil,35883,pharbitis nil,species,1,,,,,,,,
26101,1,schefflera octophylla,Heptapleurum heptaphyllum,327218,schefflera octophylla,species,1,,,,,,,,
26139,1,gigartina skottsbergii,Sarcopeltis skottsbergii,2765380,gigartina skottsbergii,species,1,,,,,,,,
26146,1,cimicifuga dahurica,Actaea dahurica,64029,cimicifuga dahurica,species,1,,,,,,,,
26149,1,richadella dulcifica,Synsepalum dulcificum,3743,richadella dulcifica,species,1,,,,,,,,
26169,1,streptomyces chrysomallus,Streptomyces anulatus,1892,streptomyces chrysomallus,species,1,,,,,,,,
26177,1,calliandra anomala,Calliandra houstoniana var. anomala,767886,calliandra anomala,varietas,1,,,,,,,,
26179,1,polygala senega,Senega officinalis,174549,polygala senega,species,1,,,,,,,,
26182,1,auromonas elodea,Elodea,26324,auromonas elodea,genus,1,,,,,,,,
26186,1,eugenia jambos,Syzygium jambos,334483,eugenia jambos,species,1,,,,,,,,
26209,1,penicillium notatum,Penicillium chrysogenum,5076,penicillium notatum,species,1,,,,,,,,
26212,1,nerium odorum,Nerium oleander,63479,nerium odorum,species,1,,,,,,,,
26215,1,nocardia restricta,Prescottella equi,43767,nocardia restricta,species,1,,,,,,,,
26251,1,astasia longa,Euglena longa,3037,astasia longa,species,1,,,,,,,,
26259,1,clerodendrum inerme,Volkameria inermis,49994,clerodendrum inerme,species,1,,,,,,,,
26281,1,mollugo hirta,Glinus hirtus,2789782,mollugo hirta,species,1,,,,,,,,
26285,1,salsola micranthera,Caroxylon micrantherum,798191,salsola micranthera,species,1,,,,,,,,
26290,1,dendranthema grandiflorum,Chrysanthemum x morifolium,41568,dendranthema grandiflorum,species,1,,,,,,,,
26324,1,hebe stricta,Veronica stricta,1483391,hebe stricta,species,1,,,,,,,,
26328,1,gigartina radula,Sarcothalia radula,33671,gigartina radula,species,1,,,,,,,,
26350,1,bacillus stearothermophilus,Geobacillus stearothermophilus,1422,bacillus stearothermophilus,species,1,,,,,,,,
26352,1,stachys officinalis,Betonica officinalis,53173,stachys officinalis,species,1,,,,,,,,
26376,1,hizikia fusiforme,Sargassum fusiforme,590727,hizikia fusiforme,species,1,,,,,,,,
26378,1,marsdenia condurango,Marsdenia cundurango,1925545,marsdenia condurango,species,1,,,,,,,,
26388,1,thalictrum thunbergii,Thalictrum minus var. hypoleucum,581030,thalictrum thunbergii,varietas,1,,,,,,,,
26531,1,glomus versiforme,Diversispora versiformis,1963269,glomus versiforme,species,1,,,,,,,,
26537,1,stapelia variegata,Orbea variegata,141497,stapelia variegata,species,1,,,,,,,,
26539,1,omphalia lapidescens,Gerronema lapidescens,2962918,omphalia lapidescens,species,1,,,,,,,,
26550,1,marsdenia tenacissima,Gongronemopsis tenacissima,187505,marsdenia tenacissima,species,1,,,,,,,,
26428,1,cassia siamea,Senna siamea,346999,cassia siamea,species,1,,,,,,,,
26440,1,bufo viridis,Bufotes viridis,30338,bufo viridis,species,1,,,,,,,,
26463,1,bacillus megaterium,Priestia megaterium,1404,bacillus megaterium,species,1,,,,,,,,
26471,1,candida kefyr,Kluyveromyces marxianus,4911,candida kefyr,species,1,,,,,,,,
26611,1,halobacterium trapanicum,Halorubrum trapanicum,29284,halobacterium trapanicum,species,1,,,,,,,,
26615,1,sporobolomyces singularis,Hamamotoa singularis,5445,sporobolomyces singularis,species,1,,,,,,,,
26617,1,physeter catodon,Physeter macrocephalus,9755,physeter catodon,species,1,,,,,,,,
26624,1,streptococcus faecalis,Enterococcus faecalis,1351,streptococcus faecalis,species,1,,,,,,,,
26637,1,klebsiella ozaenae,Klebsiella pneumoniae subsp. ozaenae,574,klebsiella ozaenae,subspecies,1,,,,,,,,
26639,1,melilotus indica,Melilotus indicus,200951,melilotus indica,species,1,,,,,,,,
26641,1,zizyphus jujuba,Ziziphus jujuba,326968,zizyphus jujuba,species,1,,,,,,,,
26644,1,costus lacerus,Hellenia lacera,329239,costus lacerus,species,1,,,,,,,,
26648,1,mucor rouxii,Amylomyces rouxii,29923,mucor rouxii,species,1,,,,,,,,
26659,1,sorghum vulgare,Sorghum bicolor,4558,sorghum vulgare,species,1,,,,,,,,
26677,1,candida utilis,Cyberlindnera jadinii,4903,candida utilis,species,1,,,,,,,,
26693,1,streptococcus bovis,Streptococcus equinus,1335,streptococcus bovis,species,1,,,,,,,,
26705,1,cachrys ferulacea,Prangos ferulacea,489434,cachrys ferulacea,species,1,,,,,,,,
26725,1,alisma orientale,Alisma plantago-aquatica subsp. orientale,262913,alisma orientale,subspecies,1,,,,,,,,
26739,1,wistaria brachybotrys,Brachybotrys,497658,wistaria brachybotrys,genus,1,,,,,,,,
26754,1,litsea polyantha,Litsea monopetala,344080,litsea polyantha,species,1,,,,,,,,
26756,1,stachys sieboldii,Stachys affinis,168825,stachys sieboldii,species,1,,,,,,,,
26760,1,treponema hyodysenteriae,Brachyspira hyodysenteriae,159,treponema hyodysenteriae,species,1,,,,,,,,
26764,1,salmonella senftenberg,Salmonella enterica subsp. enterica serovar Senftenberg,28150,salmonella senftenberg,no rank,1,,,,,,,,
26775,1,methanosaeta,Methanothrix,2222,methanosaeta,genus,1,,,,,,,,
26781,1,asterina pectinifera,Patiria pectinifera,7594,asterina pectinifera,species,1,,,,,,,,
26783,1,metroliasthes coturnix,Coturnix,9090,metroliasthes coturnix,genus,1,,,,,,,,
26785,1,rhodospirillum tenue,Rhodocyclus tenuis,1066,rhodospirillum tenue,species,1,,,,,,,,
26814,1,citrus aurantifolia,Citrus x aurantiifolia,159033,citrus aurantifolia,species,1,,,,,,,,
26818,1,cassia angustifolia,Senna alexandrina,72402,cassia angustifolia,species,1,,,,,,,,
26825,1,polyides rotundus,Polyides rotunda,31461,polyides rotundus,species,1,,,,,,,,
26835,1,euphorbia geniculata,Euphorbia heterophylla,212910,euphorbia geniculata,species,1,,,,,,,,
26858,1,ascidia nigra,Phallusia nigra,569429,ascidia nigra,species,1,,,,,,,,
26863,1,rana pipiens,Lithobates pipiens,8404,rana pipiens,species,1,,,,,,,,
26868,1,ficus awkeotsang,Ficus pumila var. awkeotsang,204231,ficus awkeotsang,varietas,1,,,,,,,,
26878,1,aspergillus saitoi,Aspergillus phoenicis,5063,aspergillus saitoi,species,1,,,,,,,,
26880,1,hansenula wingei,Wickerhamomyces canadensis,1156965,hansenula wingei,species,1,,,,,,,,
26884,1,panax japonicum,Panax japonicus,44685,panax japonicum,species,1,,,,,,,,
26918,1,anomalocardia brasiliana,Anomalocardia flexuosa,3139943,anomalocardia brasiliana,species,1,,,,,,,,
26932,1,cassia auriculata,Senna auriculata,948713,cassia auriculata,species,1,,,,,,,,
26936,1,mycobacterium porcinum,Mycolicibacterium porcinum,39693,mycobacterium porcinum,species,1,,,,,,,,
26940,1,bombax malabaricum,Bombax ceiba,45325,bombax malabaricum,species,1,,,,,,,,
26948,1,micrococcus varians,Kocuria varians,1272,micrococcus varians,species,1,,,,,,,,
26951,1,cassia occidentalis,Senna occidentalis,126820,cassia occidentalis,species,1,,,,,,,,
26985,1,raja erinacea,Leucoraja erinaceus,7782,raja erinacea,species,1,,,,,,,,
26990,1,costus speciosus,Hellenia speciosa,49577,costus speciosus,species,1,,,,,,,,
27021,1,phlomis younghusbandii,Phlomoides younghusbandii,2800772,phlomis younghusbandii,species,1,,,,,,,,
27024,1,methanococcus jannaschii,Methanocaldococcus jannaschii,2190,methanococcus jannaschii,species,1,,,,,,,,
27052,1,trichosporon cutaneum,Cutaneotrichosporon cutaneum,5554,trichosporon cutaneum,species,1,,,,,,,,
27067,1,prumnopitys ferruginea,Pectinopitys ferruginea,120635,prumnopitys ferruginea,species,1,,,,,,,,
27069,1,vibrio comma,Vibrio cholerae,666,vibrio comma,species,1,,,,,,,,
27097,1,fragaria ananassa,Fragaria x ananassa,3747,fragaria ananassa,species,1,,,,,,,,
27109,1,candida stellatoidea,Candida albicans,5476,candida stellatoidea,species,1,,,,,,,,
27115,1,pleurodeles waltlii,Pleurodeles waltl,8319,pleurodeles waltlii,species,1,,,,,,,,
27139,1,haemophilus ducreyi,[Haemophilus] ducreyi,730,haemophilus ducreyi,species,1,,,,,,,,
27146,1,verbena hybrida,Glandularia x hybrida,76714,verbena hybrida,species,1,,,,,,,,
27151,1,saponaria vaccaria,Gypsophila vaccaria,39387,saponaria vaccaria,species,1,,,,,,,,
27153,1,panax quinquefolium,Panax quinquefolius,44588,panax quinquefolium,species,1,,,,,,,,
27156,1,silene inflata,Inflata,2483364,silene inflata,genus,1,,,,,,,,
27157,1,desmodium styracifolium,Grona styracifolia,648866,desmodium styracifolium,species,1,,,,,,,,
27162,1,salmo gairdneri,Oncorhynchus mykiss gairdneri,857570,salmo gairdneri,subspecies,1,,,,,,,,
27169,1,agrocybe cylindracea,Cyclocybe cylindracea,1593264,agrocybe cylindracea,species,1,,,,,,,,
27187,1,rhizobium japonicum,Bradyrhizobium japonicum,375,rhizobium japonicum,species,1,,,,,,,,
27199,1,allium ostrowskianum,Allium oreophilum,70763,allium ostrowskianum,species,1,,,,,,,,
27211,1,panax pseudo-ginseng,Panax ginseng,4054,panax pseudo-ginseng,species,1,,,,,,,,
27213,1,phoenix loureirii,Phoenix loureiroi,446123,phoenix loureirii,species,1,,,,,,,,
27214,1,cribrochalina olemda,Niphates olemda,178548,cribrochalina olemda,species,1,,,,,,,,
