ID,count,name,namespacename,namespaceid,mappingname,rank,matchCount,chatgpt_name,name_match_?,ncbi_species_name,ncbi_species_name_match_?,ncbi_taxon_id,ncbi_taxon_id_match_?
26186,1,eugenia jambos,Syzygium jambos,334483,eugenia jambos,species,1,Syzygium jambos,Yes,Syzygium jambos,Yes,334483,Yes
26212,1,nerium odorum,Nerium oleander,63479,nerium odorum,species,1,Nerium oleander,Yes,Nerium oleander,Yes,63479,Yes
26215,1,nocardia restricta,Prescottella equi,43767,nocardia restricta,species,1,No Match Found,No,,No,,No
26251,1,astasia longa,Euglena longa,3037,astasia longa,species,1,Astasia longa,No,Euglena longa,Yes,3037,Yes
26281,1,mollugo hirta,Glinus hirtus,2789782,mollugo hirta,species,1,Glinus hirtus,Yes,Glinus hirtus,Yes,2789782,Yes
26290,1,dendranthema grandiflorum,Chrysanthemum x morifolium,41568,dendranthema grandiflorum,species,1,Chrysanthemum x morifolium,Yes,Chrysanthemum x morifolium,Yes,41568,Yes
26324,1,hebe stricta,Veronica stricta,1483391,hebe stricta,species,1,Veronica stricta,Yes,Veronica stricta,Yes,1483391,Yes
26328,1,gigartina radula,Sarcothalia radula,33671,gigartina radula,species,1,Sarcothalia radula,Yes,Sarcothalia radula,Yes,33671,Yes
26352,1,stachys officinalis,Betonica officinalis,53173,stachys officinalis,species,1,Stachys officinalis,No,Betonica officinalis,Yes,53173,Yes
26378,1,marsdenia condurango,Marsdenia cundurango,1925545,marsdenia condurango,species,1,Marsdenia cundurango,Yes,Marsdenia cundurango,Yes,1925545,Yes
26388,1,thalictrum thunbergii,Thalictrum minus var. hypoleucum,581030,thalictrum thunbergii,varietas,1,Thalictrum thunbergii,No,Thalictrum minus var. hypoleucum,Yes,581030,Yes
26537,1,stapelia variegata,Orbea variegata,141497,stapelia variegata,species,1,Orbea variegata,Yes,Orbea variegata,Yes,141497,Yes
26539,1,omphalia lapidescens,Gerronema lapidescens,2962918,omphalia lapidescens,species,1,No Match Found,No,,No,,No
26428,1,cassia siamea,Senna siamea,346999,cassia siamea,species,1,Senna siamea,Yes,Senna siamea,Yes,346999,Yes
26440,1,bufo viridis,Bufotes viridis,30338,bufo viridis,species,1,Bufotes viridis,Yes,Bufotes viridis,Yes,30338,Yes
26463,1,bacillus megaterium,Priestia megaterium,1404,bacillus megaterium,species,1,Priestia megaterium,Yes,Priestia megaterium,Yes,1404,Yes
26471,1,candida kefyr,Kluyveromyces marxianus,4911,candida kefyr,species,1,Kluyveromyces marxianus,Yes,Kluyveromyces marxianus,Yes,4911,Yes
26615,1,sporobolomyces singularis,Hamamotoa singularis,5445,sporobolomyces singularis,species,1,Sporobolomyces singularis,No,Hamamotoa singularis,Yes,5445,Yes
26617,1,physeter catodon,Physeter macrocephalus,9755,physeter catodon,species,1,Physeter catodon,No,Physeter macrocephalus,Yes,9755,Yes
26624,1,streptococcus faecalis,Enterococcus faecalis,1351,streptococcus faecalis,species,1,Enterococcus faecalis,Yes,Enterococcus faecalis,Yes,1351,Yes
26639,1,melilotus indica,Melilotus indicus,200951,melilotus indica,species,1,Melilotus indicus,Yes,Melilotus indicus,Yes,200951,Yes
26644,1,costus lacerus,Hellenia lacera,329239,costus lacerus,species,1,Hellenia lacera,Yes,Hellenia lacera,Yes,329239,Yes
26648,1,mucor rouxii,Amylomyces rouxii,29923,mucor rouxii,species,1,Mucor lusitanicus,No,Mucor lusitanicus,No,29924,No
26659,1,sorghum vulgare,Sorghum bicolor,4558,sorghum vulgare,species,1,Sorghum bicolor,Yes,Sorghum bicolor,Yes,4558,Yes
26677,1,candida utilis,Williopsis jadinii,4903,candida utilis,species,1,Cyberlindnera jadinii,No,Williopsis jadinii,Yes,4903,Yes
26693,1,streptococcus bovis,Streptococcus equinus,1335,streptococcus bovis,species,1,Streptococcus equinus,Yes,Streptococcus equinus,Yes,1335,Yes
26705,1,cachrys ferulacea,Prangos ferulacea,489434,cachrys ferulacea,species,1,Prangos ferulacea,Yes,Prangos ferulacea,Yes,489434,Yes
26756,1,stachys sieboldii,Stachys affinis,168825,stachys sieboldii,species,1,Stachys affinis,Yes,Stachys affinis,Yes,168825,Yes
